textureName,CHtxtgrpKEY,CHTXTKEY,CHKEY,AvaWaterCon,MUKEY,ComponentPercent,MajorComponent,COKEY,TopDepth,BottomDepth,HorizonDepth,ksat_r,dbthirdbar_r,dbfifteenbar_r
Silt loam,15239577,15748064,8136511,0,662012,3,No ,3028504,15,46,,4.0,0.75,
Silt loam,15535920,15521048,8136511,0,662012,3,No ,3028504,15,46,,4.0,0.75,
Loam,15684091,15861577,8136511,0,662012,3,No ,3028504,15,46,,4.0,0.75,
Loam,15239578,15899408,8136514,0,662013,6,No ,3002598,8,25,,4.0,1.38,
Silt loam,15535922,15823736,8136514,0,662013,6,No ,3002598,8,25,,4.0,1.38,
Loam,15387750,15483225,8136514,0,662013,6,No ,3002598,8,25,,4.0,1.38,
Loam,15239579,15445377,8136515,0,662015,17,No ,3028505,8,23,,4.0,1.3,
Silt loam,15684093,15558890,8136515,0,662015,17,No ,3028505,8,23,,4.0,1.3,
Coarse sandy loam,15239580,15596721,8136517,0,662015,6,Yes,3054411,69,86,18.0,14.0,1.4,
Loam,15535923,15975080,8136517,0,662015,6,Yes,3054411,69,86,18.0,14.0,1.4,
Sandy loam,15535924,15521049,8136517,0,662015,6,Yes,3054411,69,86,18.0,14.0,1.4,
Sandy loam,15684094,15710234,8136517,0,662015,6,Yes,3054411,69,86,18.0,14.0,1.4,
Sandy loam,15387752,15785913,8136517,0,662015,6,Yes,3054411,69,86,18.0,14.0,1.4,
Fine sandy loam,15684095,15861578,8136517,0,662015,6,Yes,3054411,69,86,18.0,14.0,1.4,
Silt loam,15239594,15899412,8136547,0,661971,2,Yes,3028513,0,18,,4.0,1.23,
Silty clay loam,15239595,15445381,8136550,0,661972,3,Yes,2976700,79,168,,0.42,1.33,
Silty clay,15684109,15558894,8136550,0,661972,3,Yes,2976700,79,168,,0.42,1.33,
Silty clay loam,15239596,15596725,8136552,0,661973,5,Yes,3028514,112,165,,0.42,1.43,
Clay loam,15535940,15521053,8136552,0,661973,5,Yes,3028514,112,165,,0.42,1.43,
Clay loam,15387768,15785917,8136552,0,661973,5,Yes,3028514,112,165,,0.42,1.43,
Clay loam,15239597,15748069,8136553,0,661973,5,Yes,3054420,86,135,,1.41,1.33,
Clay loam,15387769,15937261,8136553,0,661973,5,Yes,3054420,86,135,,1.41,1.33,
Loam,15684111,15861582,8136553,0,661973,5,Yes,3054420,86,135,,1.41,1.33,
Coarse sandy loam,15239610,15899416,8136587,0,662092,13,No ,3054429,69,104,,14.0,1.45,
Sandy loam,15387782,15483233,8136587,0,662092,13,No ,3054429,69,104,,14.0,1.45,
Clay loam,15239611,15445385,8136589,0,661958,6,No ,3028524,76,160,,0.42,1.5,
Silty clay,15387783,15634577,8136589,0,661958,6,No ,3028524,76,160,,0.42,1.5,
Silty clay,15684125,15558898,8136589,0,661958,6,No ,3028524,76,160,,0.42,1.5,
Silty clay loam,15239612,15596729,8136590,0,661958,5,No ,3054430,130,152,,0.42,1.5,
Clay,15535955,15975088,8136590,0,661958,5,No ,3054430,130,152,,0.42,1.5,
Clay,15684126,15710242,8136590,0,661958,5,No ,3054430,130,152,,0.42,1.5,
,15239613,15748073,8136594,0,661960,12,No ,2976712,81,91,,,,
Loam,15239627,15445389,8136629,0,662040,8,Yes,3002630,18,36,,4.0,1.55,
Clay loam,15684141,15558902,8136629,0,662040,8,Yes,3002630,18,36,,4.0,1.55,
Sandy loam,15239628,15596733,8136631,0,662043,13,Yes,3054443,23,79,,14.11,1.4,
Loam,15535971,15975092,8136631,0,662043,13,Yes,3054443,23,79,,14.11,1.4,
Sandy loam,15684142,15710246,8136631,0,662043,13,Yes,3054443,23,79,,14.11,1.4,
Loam,15239629,15748077,8136633,0,662043,13,Yes,3002631,30,58,,4.0,1.45,
Sandy loam,15387801,15937269,8136633,0,662043,13,Yes,3002631,30,58,,4.0,1.45,
Sand,15239645,15748081,8136674,0,661924,5,Yes,3054456,76,152,,42.0,1.55,
Loamy sand,15535989,15672409,8136674,0,661924,5,Yes,3054456,76,152,,42.0,1.55,
Loamy sand,15387817,15937273,8136674,0,661924,5,Yes,3054456,76,152,,42.0,1.55,
Loamy sand,15239646,15899425,8136676,0,661923,1,Yes,3028551,23,109,,141.0,1.85,
Loamy coarse sand,15387818,15483242,8136676,0,661923,1,Yes,3028551,23,109,,141.0,1.85,
Loamy coarse sand,15239647,15445394,8136678,0,661921,21,Yes,3002645,0,36,,42.0,1.7,
Clay loam,15239660,15596741,8136710,0,661816,6,Yes,3002653,53,165,,1.41,1.33,
Sandy loam,15536004,15521069,8136710,0,661816,6,Yes,3002653,53,165,,1.41,1.33,
Loam,15387832,15785933,8136710,0,661816,6,Yes,3002653,53,165,,1.41,1.33,
Loam,15239661,15748085,8136712,0,661815,5,Yes,2976747,0,15,,4.0,1.18,
Clay loam,15239662,15899429,8136714,0,661845,32,Yes,3028561,13,41,,0.0,1.48,
Clay,15536005,15672413,8136714,0,661845,32,Yes,3028561,13,41,,0.0,1.48,
Clay,15684176,16012942,8136714,0,661845,32,Yes,3028561,13,41,,0.0,1.48,
Loam,15239663,15445398,8136718,0,661917,8,Yes,3028562,0,51,,4.0,1.3,
Clay loam,15239664,15596742,8136720,0,661939,15,Yes,3002656,0,25,,1.41,1.5,
Silty clay loam,15239677,15748089,8136758,0,661643,12,Yes,3054480,135,152,,0.42,1.45,
Clay loam,15387849,15937281,8136758,0,661643,12,Yes,3054480,135,152,,0.42,1.45,
Silty clay,15239678,15899433,8136761,0,661643,1,Yes,3028575,48,102,,0.0,1.4,
Clay,15387850,15483250,8136761,0,661643,1,Yes,3028575,48,102,,0.0,1.4,
Loamy fine sand,15239679,15445402,8136763,0,661644,8,Yes,2976762,33,48,,42.34,1.5,
,15239680,15596746,8136766,0,661645,4,Yes,2976763,0,8,,1.41,1.25,
Loamy coarse sand,15239694,15899437,8136798,0,661948,15,Yes,3054493,30,102,,42.0,,
Loamy coarse sand,15536037,15672421,8136798,0,661948,15,Yes,3054493,30,102,,42.0,,
Loamy sand,15684208,16012950,8136798,0,661948,15,Yes,3054493,30,102,,42.0,,
Loamy coarse sand,15239695,15445406,8136801,0,661949,2,Yes,3054494,0,30,,42.0,,
Loam,15239696,15596750,8136803,0,677071,4,No ,3002682,36,76,,14.0,1.38,
Sandy loam,15536040,15521078,8136803,0,677071,4,No ,3002682,36,76,,14.0,1.38,
Loam,15387868,15785942,8136803,0,677071,4,No ,3002682,36,76,,14.0,1.38,
Sandy loam,15239697,15748094,8136804,0,661650,14,No ,3028589,69,99,,4.0,1.38,
Loam,15684211,15861607,8136804,0,661650,14,No ,3028589,69,99,,4.0,1.38,
Loam,15387869,15937286,8136804,0,661650,14,No ,3028589,69,99,,4.0,1.38,
Sandy loam,15239710,15899441,8136828,0,661779,3,No ,3054501,112,152,,14.0,1.4,
Sandy loam,15536053,15672425,8136828,0,661779,3,No ,3054501,112,152,,14.0,1.4,
Sandy loam,15684224,15558923,8136828,0,661779,3,No ,3054501,112,152,,14.0,1.4,
Sandy loam,15239711,15445410,8136830,0,661783,7,No ,3002689,107,152,,4.0,1.45,
Sandy loam,15536054,15823769,8136830,0,661783,7,No ,3002689,107,152,,4.0,1.45,
Loam,15684225,15710267,8136830,0,661783,7,No ,3002689,107,152,,4.0,1.45,
Silty clay,15239712,15596754,8136833,0,661800,5,No ,2976783,140,178,,0.42,1.45,
Clay,15536056,15521082,8136833,0,661800,5,No ,2976783,140,178,,0.42,1.45,
Clay,15387884,15785946,8136833,0,661800,5,No ,2976783,140,178,,0.42,1.45,
Silty clay,15239713,15748098,8136834,0,661800,7,No ,3028597,53,152,,0.42,1.38,
Clay,15684227,16012955,8136834,0,661800,7,No ,3028597,53,152,,0.42,1.38,
Silty clay loam,15387885,15937290,8136834,0,661800,7,No ,3028597,53,152,,0.42,1.38,
Sandy loam,15239714,15899442,8136835,0,661800,5,No ,3054503,112,152,,14.0,1.4,
Sandy loam,15536057,15672426,8136835,0,661800,5,No ,3054503,112,152,,14.0,1.4,
Sandy loam,15684228,15558924,8136835,0,661800,5,No ,3054503,112,152,,14.0,1.4,
,15239727,15445414,8136866,0,661848,4,Yes,3002699,56,81,,0.0,,
Silty clay,15239728,15596758,8136869,0,661850,2,Yes,3002700,15,66,,0.42,1.35,
Silty clay loam,15684242,15861615,8136869,0,661850,2,Yes,3002700,15,66,,0.42,1.35,
Clay,15387900,15785950,8136869,0,661850,2,Yes,3002700,15,66,,0.42,1.35,
Clay,15239729,15748102,8136872,0,661851,2,Yes,2976794,13,53,,0.42,1.25,
Clay loam,15536073,15672430,8136872,0,661851,2,Yes,2976794,13,53,,0.42,1.25,
Clay loam,15387901,15937294,8136872,0,661851,2,Yes,2976794,13,53,,0.42,1.25,
Clay loam,15239730,15899446,8136873,0,661852,18,Yes,3028608,8,28,,1.41,1.4,
Loam,15684244,15558928,8136873,0,661852,18,Yes,3028608,8,28,,1.41,1.4,
Loam,15239761,15899454,8136941,0,661866,5,Yes,2976814,10,107,,1.41,1.45,
Sandy clay loam,15536105,15672438,8136941,0,661866,5,Yes,2976814,10,107,,1.41,1.45,
Clay loam,15387933,15483271,8136941,0,661866,5,Yes,2976814,10,107,,1.41,1.45,
Silt,15239762,15445423,8136942,0,666912,16,Yes,3002721,43,152,,1.41,1.45,
Silt loam,15684276,15861624,8136942,0,666912,16,Yes,3002721,43,152,,1.41,1.45,
Silt loam,15239763,15596767,8136946,0,661636,13,Yes,3002722,107,152,,4.0,1.55,
Silt loam,15239764,15748111,8136949,0,661652,5,Yes,2976816,46,64,,4.0,1.25,
Sandy clay loam,15241333,15748515,8140668,0,661628,11,No ,3003893,135,152,,1.4114,1.53,
Silt loam,15241334,15899859,8140672,0,661630,24,No ,3055707,69,152,,4.2343,1.53,
Loam,15241335,15445828,8140674,0,661631,12,No ,3029802,20,43,,4.2343,1.25,
Loam,15537678,15975532,8140674,0,661631,12,No ,3029802,20,43,,4.2343,1.25,
Loam,15685849,15559339,8140674,0,661631,12,No ,3029802,20,43,,4.2343,1.25,
Loamy sand,15241348,15748519,8140710,0,661777,4,No ,2978001,43,152,,141.1433,1.68,
Loamy coarse sand,15389520,15786362,8140710,0,661777,4,No ,2978001,43,152,,141.1433,1.68,
Sand,15685862,15862030,8140710,0,661777,4,No ,2978001,43,152,,141.1433,1.68,
Sandy loam,15241349,15899863,8140713,0,661787,1,No ,2978002,0,13,,4.2343,0.75,
Loam,15241350,15445832,8140716,0,661802,24,No ,2978003,0,25,,4.2343,1.3,
Loam,15241351,15597176,8140720,0,661810,8,No ,3029818,0,25,,14.1143,1.48,
Silt loam,15241365,15899867,8140755,0,661998,33,No ,2978015,48,140,,1.4114,1.4,
Silty clay loam,15389537,15483679,8140755,0,661998,33,No ,2978015,48,140,,1.4114,1.4,
Loamy sand,15241366,15445836,8140756,0,662000,4,No ,3003922,71,160,,42.343,1.55,
Loamy sand,15537709,15975540,8140756,0,662000,4,No ,3003922,71,160,,42.343,1.55,
Loamy coarse sand,15685880,15559347,8140756,0,662000,4,No ,3003922,71,160,,42.343,1.55,
Clay loam,15241367,15597180,8140760,0,662002,14,No ,3029830,41,69,,1.4114,1.3,
Silt loam,15241368,15748524,8140762,0,662004,15,No ,3003924,0,46,,4.2343,1.3,
Sandy loam,15241382,15445840,8140801,0,662056,4,No ,3029842,112,152,,14.1143,1.5,
Loamy sand,15537725,15975544,8140801,0,662056,4,No ,3029842,112,152,,14.1143,1.5,
Sandy loam,15685896,15559351,8140801,0,662056,4,No ,3029842,112,152,,14.1143,1.5,
Silt loam,15241383,15597184,8140805,0,662071,2,No ,3029844,0,71,,4.2343,0.75,
Fine sandy loam,15241384,15748528,8140807,0,662073,5,No ,3003938,23,41,,14.1143,1.48,
Sandy loam,15685898,15862039,8140807,0,662073,5,No ,3003938,23,41,,14.1143,1.48,
Loam,15389556,15937715,8140807,0,662073,5,No ,3003938,23,41,,14.1143,1.48,
Sandy loam,15241385,15899872,8140808,0,662073,30,No ,3055751,41,97,,4.2343,1.43,
Loam,15537728,15824201,8140808,0,662073,30,No ,3055751,41,97,,4.2343,1.43,
Fine sandy loam,15685899,16013383,8140808,0,662073,30,No ,3055751,41,97,,4.2343,1.43,
Sandy loam,15242120,15748714,8142377,0,664152,10,No ,3004412,43,152,,4.2343,1.5,
Loam,15538463,15975732,8142377,0,664152,10,No ,3004412,43,152,,4.2343,1.5,
Sandy loam,15686634,15559537,8142377,0,664152,10,No ,3004412,43,152,,4.2343,1.5,
Sandy loam,15242203,15748735,8142542,0,664235,10,No ,3030369,117,178,,4.2343,1.55,
Loam,15538547,15975753,8142542,0,664235,10,No ,3030369,117,178,,4.2343,1.55,
Loam,15390375,15786579,8142542,0,664235,10,No ,3030369,117,178,,4.2343,1.55,
Fine sandy loam,15242401,15597444,8142956,0,664448,3,No ,3030497,33,61,,14.1143,,
Sandy loam,15538745,15975803,8142956,0,664448,3,No ,3030497,33,61,,14.1143,,
Loam,15390573,15937973,8142956,0,664448,3,No ,3030497,33,61,,14.1143,,
Loam,15242454,15900145,8143071,0,664504,5,No ,3030531,0,10,,4.2343,1.3,
Clay loam,15245112,15446789,8148695,0,670344,3,Yes,2980486,48,58,,1.4114,1.4,
Loam,15689626,15711641,8148695,0,670344,3,Yes,2980486,48,58,,1.4114,1.4,
Sandy loam,15245179,15598151,8148880,0,670418,9,Yes,3006450,25,152,,1.4114,1.38,
Silty clay loam,15245179,15749495,8148880,0,670418,9,Yes,3006450,25,152,,1.4114,1.38,
Loam,15245546,15749594,8149865,0,670800,11,Yes,2980854,25,117,,4.2343,1.3,
Loam,15690060,15711757,8149865,0,670800,11,Yes,2980854,25,117,,4.2343,1.3,
Loam,15246898,15901280,8152715,0,674303,25,Yes,3059470,10,33,,14.1143,1.45,
Loam,15691412,15560758,8152715,0,674303,25,Yes,3059470,10,33,,14.1143,1.45,
Clay,15246915,15447253,8152757,0,674345,8,No ,2981764,8,23,,0.4234,1.2,
Coarse sand,15247518,15750092,8154109,0,675751,22,No ,3008088,112,152,,141.1433,1.58,
Silt loam,15247532,15447408,8154144,0,675767,1,No ,3008098,20,43,,4.2343,1.3,
Silty clay loam,15692046,15560918,8154144,0,675767,1,No ,3008098,20,43,,4.2343,1.3,
Coarse sandy loam,15247533,15598752,8154148,0,675768,18,No ,3034006,124,152,,14.1143,1.38,
Loam,15543877,15977114,8154148,0,675768,18,No ,3034006,124,152,,14.1143,1.38,
Loam,15395705,15939283,8154148,0,675768,18,No ,3034006,124,152,,14.1143,1.38,
Coarse sandy loam,15247534,15750096,8154149,0,675769,25,No ,3059912,64,94,,14.1143,1.43,
Sandy loam,15692048,15863606,8154149,0,675769,25,No ,3059912,64,94,,14.1143,1.43,
Sand,15247535,15901440,8154151,0,675769,1,No ,3008100,94,152,,42.343,1.43,
Loamy sand,15395707,15636596,8154151,0,675769,1,No ,3008100,94,152,,42.343,1.43,
Silty clay loam,15248301,15447603,8155868,0,677076,7,No ,2982704,43,142,,1.4114,1.5,
Silt loam,15692815,15712457,8155868,0,677076,7,No ,2982704,43,142,,1.4114,1.5,
Clay,15248604,15750368,8156684,0,667041,1,Yes,2982963,43,56,,0.42,1.3,
Clay loam,15693118,16015222,8156684,0,667041,1,Yes,2982963,43,56,,0.42,1.3,
Silty clay,15396776,15939557,8156684,0,667041,1,Yes,2982963,43,56,,0.42,1.3,
Clay,15248605,15901712,8156686,0,667041,1,Yes,3034777,102,147,,0.42,1.3,
Clay loam,15544949,15977387,8156686,0,667041,1,Yes,3034777,102,147,,0.42,1.3,
Clay,15396777,15485526,8156686,0,667041,1,Yes,3034777,102,147,,0.42,1.3,
Silt loam,15248652,15750380,8156807,0,661634,5,Yes,3034816,53,107,,4.0,1.33,
Silt loam,15693166,15561203,8156807,0,661634,5,Yes,3034816,53,107,,4.0,1.33,
Silt loam,15248653,15901724,8156810,0,661638,9,Yes,3034817,30,152,,4.0,1.55,
Loam,15248654,15447693,8156814,0,661642,8,Yes,3034819,0,8,,4.23,1.3,
Fine sandy loam,15248655,15599037,8156818,0,661657,5,Yes,2983007,0,25,,4.0,1.3,
Fine sandy loam,15248668,15901728,8156853,0,661706,14,Yes,3060738,122,152,,14.11,1.53,
Sandy loam,15545011,15826059,8156853,0,661706,14,Yes,3060738,122,152,,14.11,1.53,
Loam,15693182,15561207,8156853,0,661706,14,Yes,3060738,122,152,,14.11,1.53,
Silt loam,15248669,15447697,8156856,0,661707,40,Yes,3060739,23,81,,4.0,1.5,
Loam,15693183,15712551,8156856,0,661707,40,Yes,3060739,23,81,,4.0,1.5,
Very fine sandy loam,15396841,15485542,8156856,0,661707,40,Yes,3060739,23,81,,4.0,1.5,
Fine sand,15248670,15599041,8156858,0,661709,9,Yes,3034834,152,163,,42.34,1.53,
Loamy fine sand,15693184,15863895,8156858,0,661709,9,Yes,3034834,152,163,,42.34,1.53,
Sand,15396842,15636886,8156858,0,661709,9,Yes,3034834,152,163,,42.34,1.53,
Silt loam,15248671,15750385,8156861,0,661710,5,Yes,3034835,112,152,,4.0,1.55,
Loam,15545015,15826060,8156861,0,661710,5,Yes,3034835,112,152,,4.0,1.55,
Very fine sandy loam,15396843,15788230,8156861,0,661710,5,Yes,3034835,112,152,,4.0,1.55,
Silty clay loam,15248672,15447698,8156863,0,661711,36,Yes,3008929,36,152,,4.0,1.55,
Sandy loam,15248672,15901729,8156863,0,661711,36,Yes,3008929,36,152,,4.0,1.55,
Loamy sand,15248688,15447702,8156910,0,661728,2,Yes,3060755,89,132,,42.34,1.65,
Loamy fine sand,15693202,15561212,8156910,0,661728,2,Yes,3060755,89,132,,42.34,1.65,
Sand,15396860,15939578,8156910,0,661728,2,Yes,3060755,89,132,,42.34,1.65,
Very fine sandy loam,15248703,15447706,8156957,0,661753,1,Yes,3060772,25,152,,14.11,1.3,
Sandy loam,15693217,16015247,8156957,0,661753,1,Yes,3060772,25,152,,14.11,1.3,
Clay loam,15248704,15599050,8156960,0,661755,5,Yes,2983054,18,58,,1.41,1.5,
Loam,15693218,15561216,8156960,0,661755,5,Yes,2983054,18,58,,1.41,1.5,
Sandy clay loam,15396876,15939582,8156960,0,661755,5,Yes,2983054,18,58,,1.41,1.5,
Silty clay loam,15248705,15750394,8156963,0,661756,6,Yes,3060774,0,15,,1.41,1.48,
,15248719,15447710,8156994,0,661769,18,Yes,3034877,124,135,,,,
Silt loam,15248735,15599058,8157036,0,661775,19,Yes,3034890,0,25,,1.41,1.38,
Loamy sand,15248736,15750402,8157039,0,661775,3,Yes,2983077,112,155,,42.34,1.6,
Sandy loam,15693250,15561224,8157039,0,661775,3,Yes,2983077,112,155,,42.34,1.6,
Loam,15248737,15901746,8157041,0,661778,2,Yes,3008985,30,91,,4.0,1.5,
Very fine sandy loam,15545080,15674733,8157041,0,661778,2,Yes,3008985,30,91,,4.0,1.5,
Fine sandy loam,15693251,15712568,8157041,0,661778,2,Yes,3008985,30,91,,4.0,1.5,
Sand,15248738,15447715,8157044,0,661801,55,Yes,3008986,28,152,,141.0,1.53,
Loamy coarse sand,15693252,15863912,8157044,0,661801,55,Yes,3008986,28,152,,141.0,1.53,
Loamy sand,15396910,15788247,8157044,0,661801,55,Yes,3008986,28,152,,141.0,1.53,
Silty clay loam,15248752,15750406,8157078,0,661829,18,Yes,2983089,91,107,,1.41,1.35,
Silt loam,15545095,15523393,8157078,0,661829,18,Yes,2983089,91,107,,1.41,1.35,
Loam,15693266,15561228,8157078,0,661829,18,Yes,2983089,91,107,,1.41,1.35,
Silty clay loam,15248753,15901750,8157080,0,661829,2,Yes,3034903,13,38,,1.41,1.45,
Silt loam,15396925,15636907,8157080,0,661829,2,Yes,3034903,13,38,,1.41,1.45,
Very fine sandy loam,15248754,15447719,8157082,0,661833,12,Yes,2983090,25,130,,4.0,1.45,
Silt loam,15693268,15863916,8157082,0,661833,12,Yes,2983090,25,130,,4.0,1.45,
Loam,15396926,15788251,8157082,0,661833,12,Yes,2983090,25,130,,4.0,1.45,
Loamy fine sand,15248770,15599068,8157119,0,661837,12,Yes,2983102,107,173,,42.34,1.35,
Silt loam,15248771,15750412,8157121,0,661838,4,Yes,2983103,8,117,,4.0,1.53,
Very fine sandy loam,15545115,15523398,8157121,0,661838,4,Yes,2983103,8,117,,4.0,1.53,
Loam,15396943,15939599,8157121,0,661838,4,Yes,2983103,8,117,,4.0,1.53,
Loam,15248772,15901756,8157122,0,661839,5,Yes,3034917,104,140,,4.0,1.55,
Fine sandy loam,15693286,15561233,8157122,0,661839,5,Yes,3034917,104,140,,4.0,1.55,
Coarse sandy loam,15248785,15447728,8157155,0,661880,3,Yes,3009021,38,84,,14.11,1.6,
Sandy loam,15693299,15712580,8157155,0,661880,3,Yes,3009021,38,84,,14.11,1.6,
Silty clay loam,15248786,15599072,8157157,0,661889,6,Yes,3060834,25,56,,1.41,1.5,
Silt loam,15396958,15788259,8157157,0,661889,6,Yes,3060834,25,56,,1.41,1.5,
Silt loam,15248787,15750416,8157160,0,661888,3,Yes,3034929,0,18,,4.0,1.35,
Loamy coarse sand,15248788,15901760,8157164,0,661898,26,Yes,3034930,13,168,,42.34,1.6,
Silt loam,15248789,15447729,8157166,0,661899,21,Yes,3009024,13,46,,4.0,1.4,
Loam,15396961,15636916,8157166,0,661899,21,Yes,3009024,13,46,,4.0,1.4,
Silt loam,15248802,15750420,8157202,0,661893,6,Yes,3060847,109,152,,4.0,1.6,
Sandy loam,15248802,15901764,8157202,0,661893,6,Yes,3060847,109,152,,4.0,1.6,
Loam,15248803,15447733,8157205,0,661894,5,Yes,3060848,18,152,,4.0,1.55,
Silt loam,15693317,15561241,8157205,0,661894,5,Yes,3060848,18,152,,4.0,1.55,
Fine sandy loam,15396975,15939607,8157205,0,661894,5,Yes,3060848,18,152,,4.0,1.55,
Coarse sandy loam,15248804,15599077,8157207,0,661895,2,Yes,3034943,0,20,,14.11,1.3,
Sandy loam,15248805,15750421,8157209,0,661896,1,Yes,3009037,0,30,,14.11,1.53,
Sandy clay loam,15248819,15447737,8157247,0,661873,11,Yes,3009049,53,68,,1.4,1.3,
Clay loam,15693333,15561245,8157247,0,661873,11,Yes,3009049,53,68,,1.4,1.3,
Clay loam,15248820,15599081,8157250,0,661873,2,Yes,2983143,25,36,,1.41,1.5,
Sandy clay loam,15693334,15712589,8157250,0,661873,2,Yes,2983143,25,36,,1.41,1.5,
Silt loam,15248821,15750425,8157254,0,661912,14,Yes,3009052,25,71,,4.0,1.3,
Loam,15396993,15636924,8157254,0,661912,14,Yes,3009052,25,71,,4.0,1.3,
Loam,15248822,15901769,8157255,0,661912,10,Yes,3034959,30,76,,1.41,1.53,
Sandy clay loam,15545165,15977442,8157255,0,661912,10,Yes,3034959,30,76,,1.41,1.53,
Clay loam,15693336,16015277,8157255,0,661912,10,Yes,3034959,30,76,,1.41,1.53,
Silty clay loam,15248836,15599085,8157290,0,661978,9,Yes,3060875,66,152,,0.0,1.78,
Silt loam,15693350,15863937,8157290,0,661978,9,Yes,3060875,66,152,,0.0,1.78,
Silt loam,15248837,15750429,8157293,0,661976,5,Yes,3060876,61,152,,1.41,1.4,
Silty clay loam,15693351,16015281,8157293,0,661976,5,Yes,3060876,61,152,,1.41,1.4,
Silt loam,15248838,15901773,8157297,0,662066,18,No ,3034972,33,43,,4.0,0.83,
Silt loam,15545182,15523415,8157297,0,662066,18,No ,3034972,33,43,,4.0,0.83,
Loam,15397010,15788272,8157297,0,662066,18,No ,3034972,33,43,,4.0,0.83,
Loam,15248839,15447742,8157298,0,662066,3,No ,3060878,33,61,,4.0,1.1,
Silt loam,15693353,15712594,8157298,0,662066,3,No ,3060878,33,61,,4.0,1.1,
Loam,15248852,15599089,8157326,0,662012,49,Yes,2983167,20,53,33.0,4.0,0.83,
Loam,15545195,15674762,8157326,0,662012,49,Yes,2983167,20,53,33.0,4.0,0.83,
Silt loam,15693366,16015285,8157326,0,662012,49,Yes,2983167,20,53,33.0,4.0,0.83,
Sandy loam,15397023,15939619,8157326,0,662012,49,Yes,2983167,20,53,33.0,4.0,0.83,
Coarse sandy loam,15248853,15750433,8157327,0,662012,49,Yes,2983167,135,175,,14.0,1.5,
Sandy loam,15248854,15901777,8157327,0,662012,49,Yes,2983167,135,175,,14.0,1.5,
Sandy loam,15545196,15826106,8157327,0,662012,49,Yes,2983167,135,175,,14.0,1.5,
Loamy sand,15545198,15523419,8157327,0,662012,49,Yes,2983167,135,175,,14.0,1.5,
Sandy loam,15545197,15977450,8157327,0,662012,49,Yes,2983167,135,175,,14.0,1.5,
Loamy sand,15693368,15712598,8157327,0,662012,49,Yes,2983167,135,175,,14.0,1.5,
Loamy sand,15397024,15485588,8157327,0,662012,49,Yes,2983167,135,175,,14.0,1.5,
Loamy sand,15693367,15561254,8157327,0,662012,49,Yes,2983167,135,175,,14.0,1.5,
Loamy sand,15397025,15636932,8157327,0,662012,49,Yes,2983167,135,175,,14.0,1.5,
Coarse sandy loam,15397026,15788276,8157327,0,662012,49,Yes,2983167,135,175,,14.0,1.5,
Silt loam,15248855,15447746,8157328,0,662012,7,No ,3009074,56,81,,0.42,1.6,
Silty clay loam,15693369,15863942,8157328,0,662012,7,No ,3009074,56,81,,0.42,1.6,
Loam,15397027,15939620,8157328,0,662012,7,No ,3009074,56,81,,0.42,1.6,
Silt loam,15248869,15750437,8157352,0,661968,16,Yes,3009080,25,64,,1.41,1.35,
Silty clay loam,15693383,15561258,8157352,0,661968,16,Yes,3009080,25,64,,1.41,1.35,
Silty clay loam,15397041,15636936,8157352,0,661968,16,Yes,3009080,25,64,,1.41,1.35,
Silty clay loam,15248870,15901781,8157353,0,661968,7,Yes,3034987,38,91,,1.41,1.35,
Silt loam,15545213,15977454,8157353,0,661968,7,Yes,3034987,38,91,,1.41,1.35,
Silt loam,15693384,15712602,8157353,0,661968,7,Yes,3034987,38,91,,1.41,1.35,
Silty clay loam,15248871,15447750,8157356,0,661969,7,Yes,3034988,33,74,,1.41,1.25,
Silt loam,15397043,15939624,8157356,0,661969,7,Yes,3034988,33,74,,1.41,1.25,
Silt loam,15248872,15599094,8157359,0,661970,5,Yes,3009082,0,33,,4.0,1.4,
Silt loam,15248886,15901785,8157397,0,662078,10,Yes,3060905,0,36,,4.0,1.3,
Silty clay loam,15248887,15447754,8157399,0,662078,9,Yes,2983186,132,163,,1.41,1.33,
Clay loam,15693401,15863950,8157399,0,662078,9,Yes,2983186,132,163,,1.41,1.33,
