textureName,CHtxtgrpKEY,CHTXTKEY,CHKEY,AvaWaterCon,MUKEY,ComponentPercent,MajorComponent,COKEY,TopDepth,BottomDepth,HorizonDepth,ksat_r,dbthirdbar_r,dbfifteenbar_r
Sandy loam,15517369,15970341,8094689,0,661868,25,Yes,3067308,107,152,,14.11,1.55,
Loamy coarse sand,15369197,15478486,8094689,0,661868,25,Yes,3067308,107,152,,14.11,1.55,
Loam,15665540,15705489,8094689,0,661868,25,Yes,3067308,107,152,,14.11,1.55,
,15517378,15516312,8094709,0,661901,13,Yes,2989595,33,64,,,,
Silt loam,15517385,15516314,8094726,0,661897,20,Yes,2989600,0,20,,4.0,1.3,
Loam,15517387,15819002,8094731,0,661904,2,Yes,3067321,132,152,,14.11,1.55,
Fine sandy loam,15369215,15932522,8094731,0,661904,2,Yes,3067321,132,152,,14.11,1.55,
Silt loam,15517392,15970347,8094742,0,661894,30,Yes,2989605,0,28,,4.0,1.3,
Silty clay loam,15517403,15819006,8094768,0,661935,4,Yes,3041427,30,56,,1.41,1.5,
Silt loam,15665574,15554154,8094768,0,661935,4,Yes,3041427,30,56,,1.41,1.5,
Sandy loam,15517412,15970352,8094788,0,661942,8,Yes,3067339,107,152,,14.11,1.65,
Clay,15517417,15516322,8094800,0,662079,7,Yes,3067343,20,71,,0.0,1.33,
Clay,15665588,15856845,8094800,0,662079,7,Yes,3067343,20,71,,0.0,1.33,
Loam,15517419,15819010,8094804,0,661944,6,Yes,2989625,5,41,,4.0,1.63,
Loam,15369247,15932530,8094804,0,661944,6,Yes,2989625,5,41,,4.0,1.63,
Loam,15665590,15554158,8094804,0,661944,6,Yes,2989625,5,41,,4.0,1.63,
Silt loam,15517426,15667668,8094819,0,661994,13,Yes,3067349,0,71,,4.0,1.45,
Silty clay loam,15517428,15970356,8094824,0,661982,5,Yes,3067351,157,168,,0.42,1.58,
Silt loam,15369256,15629845,8094824,0,661982,5,Yes,3067351,157,168,,0.42,1.58,
Loam,15241345,15748518,8140701,0,661678,7,No ,3003905,64,152,,4.2343,1.55,
Silt loam,15537688,15824191,8140701,0,661678,7,No ,3003905,64,152,,4.2343,1.55,
Very fine sandy loam,15685859,15862029,8140701,0,661678,7,No ,3003905,64,152,,4.2343,1.55,
Loamy coarse sand,15241347,15597175,8140709,0,661777,10,No ,3055720,41,152,,42.343,1.55,
Sandy loam,15537691,15672848,8140709,0,661777,10,No ,3055720,41,152,,42.343,1.55,
Sand,15389519,15635018,8140709,0,661777,10,No ,3055720,41,152,,42.343,1.55,
Sandy loam,15241352,15748520,8140723,0,661824,2,No ,3003912,79,152,,42.343,1.5,
Sandy loam,15537696,15824193,8140723,0,661824,2,No ,3003912,79,152,,42.343,1.5,
Loamy sand,15389524,15937707,8140723,0,661824,2,No ,3003912,79,152,,42.343,1.5,
Clay loam,15241354,15445833,8140727,0,661906,27,No ,3055726,18,122,,0.0,,
Silty clay loam,15537697,15975537,8140727,0,661906,27,No ,3055726,18,122,,0.0,,
Silty clay,15685868,15559344,8140727,0,661906,27,No ,3055726,18,122,,0.0,,
Silt loam,15241356,15748521,8140733,0,661951,15,No ,3055728,0,8,,4.2343,0.75,
Loam,15241361,15899866,8140748,0,661985,3,No ,2978013,46,76,,4.2343,1.4,
Loam,15537705,15975539,8140748,0,661985,3,No ,2978013,46,76,,4.2343,1.4,
Silt loam,15389533,15483678,8140748,0,661985,3,No ,2978013,46,76,,4.2343,1.4,
Loamy sand,15241363,15597179,8140752,0,661986,4,No ,3003921,79,152,,42.343,1.5,
Sandy loam,15389535,15786366,8140752,0,661986,4,No ,3003921,79,152,,42.343,1.5,
Sandy loam,15685877,15710690,8140752,0,661986,4,No ,3003921,79,152,,42.343,1.5,
Silty clay,15241370,15445837,8140769,0,662006,2,No ,2978019,76,160,,0.4234,1.5,
Silty clay,15537714,15521510,8140769,0,662006,2,No ,2978019,76,160,,0.4234,1.5,
Clay loam,15389542,15635024,8140769,0,662006,2,No ,2978019,76,160,,0.4234,1.5,
Silt loam,15241372,15748525,8140774,0,662022,9,No ,3055740,46,71,,4.2343,1.45,
Silt,15389544,15937712,8140774,0,662022,9,No ,3055740,46,71,,4.2343,1.45,
Sandy loam,15241379,15597183,8140792,0,662051,7,No ,2978026,56,170,,42.343,1.55,
Sandy loam,15389551,15786370,8140792,0,662051,7,No ,2978026,56,170,,42.343,1.55,
Sandy loam,15685893,15710694,8140792,0,662051,7,No ,2978026,56,170,,42.343,1.55,
,15241381,15899871,8140799,0,662054,3,No ,3055747,102,112,,,,
,15241386,15445841,8140812,0,662085,1,No ,3055752,107,117,,,,
Loam,15241388,15748529,8140815,0,662087,4,No ,3055753,38,66,,4.2343,1.4,
Sandy loam,15389560,15937716,8140815,0,662087,4,No ,3055753,38,66,,4.2343,1.4,
Loam,15685902,15862040,8140815,0,662087,4,No ,3055753,38,66,,4.2343,1.4,
Coarse sandy loam,15242399,15900131,8142951,0,664446,7,No ,2978682,56,107,,4.2343,1.6,
Loam,15538742,15521771,8142951,0,664446,7,No ,2978682,56,107,,4.2343,1.6,
Sandy loam,15686913,15862295,8142951,0,664446,7,No ,2978682,56,107,,4.2343,1.6,
Loam,15242449,15748800,8143056,0,664496,16,No ,3030526,48,117,,4.2343,1.5,
Sandy loam,15538792,15521784,8143056,0,664496,16,No ,3030526,48,117,,4.2343,1.5,
Sandy clay loam,15686963,15710964,8143056,0,664496,16,No ,3030526,48,117,,4.2343,1.5,
,15242558,15446140,8143294,0,664612,7,No ,3004692,0,152,,,,
Loam,15242574,15446144,8143325,0,664627,5,No ,3030608,76,152,,4.2343,1.5,
Sandy loam,15538917,15824504,8143325,0,664627,5,No ,3030608,76,152,,4.2343,1.5,
Sandy loam,15687088,15559652,8143325,0,664627,5,No ,3030608,76,152,,4.2343,1.5,
Coarse sand,15245114,15749477,8148702,0,670346,1,Yes,3032301,117,213,,42.343,1.65,
Sandy loam,15245114,15900821,8148702,0,670346,1,Yes,3032301,117,213,,42.343,1.65,
Loamy sand,15245255,15749515,8149074,0,670484,1,Yes,3032416,102,165,,141.1433,1.65,
Sand,15689769,16014366,8149074,0,670484,1,Yes,3032416,102,165,,141.1433,1.65,
Loam,15246902,15901281,8152726,0,674312,41,Yes,3007661,48,69,,4.2343,1.35,
Clay loam,15246911,15447252,8152747,0,674336,25,No ,3007668,81,152,,0.4234,1.2,
Clay loam,15543254,15976956,8152747,0,674336,25,No ,3007668,81,152,,0.4234,1.2,
Loam,15691425,15712105,8152747,0,674336,25,No ,3007668,81,152,,0.4234,1.2,
Silt loam,15247531,15901439,8154141,0,675765,2,No ,3008097,0,66,,4.2343,1.2,
Silt loam,15247536,15447409,8154153,0,675770,3,No ,2982194,0,64,,1.4114,1.3,
Coarse sandy loam,15247538,15750097,8154161,0,675772,2,No ,3008103,61,99,,14.1143,1.4,
Sandy loam,15543882,15523084,8154161,0,675772,2,No ,3008103,61,99,,14.1143,1.4,
Sandy loam,15395710,15485253,8154161,0,675772,2,No ,3008103,61,99,,14.1143,1.4,
Loam,15248247,15750277,8155728,0,677007,5,No ,3060379,46,71,,14.1143,1.35,
Sandy loam,15692761,15712443,8155728,0,677007,5,No ,3060379,46,71,,14.1143,1.35,
Loam,15248651,15599036,8156805,0,661627,5,Yes,3034815,23,152,,4.0,1.35,
Silt loam,15396823,15788225,8156805,0,661627,5,Yes,3034815,23,152,,4.0,1.35,
Silt loam,15248656,15750381,8156820,0,661669,3,Yes,3034821,30,152,,4.0,1.25,
Silt,15396828,15939570,8156820,0,661669,3,Yes,3034821,30,152,,4.0,1.25,
Sand,15248658,15447694,8156825,0,661680,2,Yes,3034823,38,152,,4.0,1.48,
Sandy loam,15396830,15636883,8156825,0,661680,2,Yes,3034823,38,152,,4.0,1.48,
Silt loam,15693172,15863892,8156825,0,661680,2,Yes,3034823,38,152,,4.0,1.48,
,15248674,15750386,8156869,0,661715,7,Yes,3034838,48,58,,,,
Silt loam,15248676,15447699,8156877,0,661720,11,Yes,3008934,0,13,,4.0,1.3,
Silt loam,15248681,15599044,8156892,0,661725,14,Yes,2983031,137,155,,4.0,1.45,
Loam,15693195,15712554,8156892,0,661725,14,Yes,2983031,137,155,,4.0,1.45,
Sandy loam,15248683,15901732,8156896,4,661727,65,Yes,2983032,119,152,,42.34,1.53,
Fine sand,15545026,15826063,8156896,4,661727,65,Yes,2983032,119,152,,42.34,1.53,
Loamy fine sand,15396854,15636889,8156896,4,661727,65,Yes,2983032,119,152,,42.34,1.53,
Sand,15693197,16015242,8156896,4,661727,65,Yes,2983032,119,152,,42.34,1.53,
Fine sandy loam,15248690,15750390,8156915,0,661730,5,Yes,3060756,0,20,,14.11,1.45,
Loamy fine sand,15248692,15447703,8156923,0,661733,30,Yes,2983039,18,152,,42.34,1.65,
Loamy sand,15545036,15523378,8156923,0,661733,30,Yes,2983039,18,152,,42.34,1.65,
Sand,15396864,15939579,8156923,0,661733,30,Yes,2983039,18,152,,42.34,1.65,
Silt loam,15248699,15901736,8156946,0,661747,8,Yes,3060768,0,43,,4.0,1.25,
Loam,15230437,15594385,8115867,0,661815,4,Yes,3022084,0,28,,4.0,1.18,
Silt loam,15230438,15745729,8115869,0,661845,8,Yes,2970271,0,8,,4.0,1.2,
Silt loam,15230452,15443045,8115904,0,661673,15,Yes,2970282,0,25,,4.23,1.3,
Silty clay loam,15230453,15594389,8115907,0,661640,5,Yes,2970283,64,114,,1.41,1.4,
Loam,15230454,15745733,8115909,0,661640,2,Yes,3022097,43,64,,14.11,1.08,
Silt loam,15230455,15897077,8115911,0,661643,2,Yes,2996191,0,20,,1.41,1.25,
Loam,15230469,15594393,8115945,0,661859,7,Yes,2970294,25,51,,1.41,1.4,
Clay loam,15674983,15707902,8115945,0,661859,7,Yes,2970294,25,51,,1.41,1.4,
Coarse sand,15230470,15745737,8115947,0,661871,13,Yes,3022108,147,152,,141.0,1.65,
Loamy coarse sand,15674984,15859246,8115947,0,661871,13,Yes,3022108,147,152,,141.0,1.65,
Coarse sandy loam,15230471,15897081,8115951,0,661946,4,Yes,3048015,0,18,,42.0,,
Loamy coarse sand,15230472,15443050,8115953,0,661947,10,Yes,3022110,102,147,,141.0,1.65,
Coarse sand,15378644,15480897,8115953,0,661947,10,Yes,3022110,102,147,,141.0,1.65,
Silt loam,15230485,15594397,8115981,0,661781,3,No ,2996211,0,18,,4.0,1.1,
Silt loam,15230486,15745741,8115984,0,661779,6,No ,2970305,15,46,,4.0,1.3,
Silt loam,15675000,15859250,8115984,0,661779,6,No ,2970305,15,46,,4.0,1.3,
Loam,15378658,15783588,8115984,0,661779,6,No ,2970305,15,46,,4.0,1.3,
Silt loam,15230487,15897085,8115987,0,661784,32,No ,3048025,10,46,,4.0,1.35,
Loam,15526831,15821414,8115987,0,661784,32,No ,3048025,10,46,,4.0,1.35,
Silt loam,15378659,15934932,8115987,0,661784,32,No ,3048025,10,46,,4.0,1.35,
Silt loam,15230502,15745745,8116023,0,661849,10,Yes,3048035,0,20,,1.41,1.55,
Clay loam,15230503,15897089,8116027,0,661851,31,Yes,3048036,10,28,,1.41,1.5,
Loam,15526847,15821418,8116027,0,661851,31,Yes,3048036,10,28,,1.41,1.5,
Clay loam,15378675,15480905,8116027,0,661851,31,Yes,3048036,10,28,,1.41,1.5,
Clay loam,15230504,15443058,8116028,0,661851,9,Yes,2970317,8,18,,1.41,1.4,
Clay loam,15675018,15556567,8116028,0,661851,9,Yes,2970317,8,18,,1.41,1.4,
Silt loam,15230505,15594402,8116032,0,661852,6,Yes,2970318,0,20,,1.41,1.55,
Sandy clay loam,15230522,15897094,8116074,0,661854,6,Yes,3048048,51,76,,4.23,1.45,
Sandy loam,15675036,15859259,8116074,0,661854,6,Yes,3048048,51,76,,4.23,1.45,
Sandy loam,15378694,15934942,8116074,0,661854,6,Yes,3048048,51,76,,4.23,1.45,
Clay loam,15230535,15443066,8116107,0,661636,7,Yes,2996245,15,25,,1.41,1.48,
Sandy clay loam,15526879,15972770,8116107,0,661636,7,Yes,2996245,15,25,,1.41,1.48,
Loam,15378707,15480914,8116107,0,661636,7,Yes,2996245,15,25,,1.41,1.48,
Loam,15230536,15594410,8116108,0,661636,14,Yes,3022152,10,51,,1.41,1.45,
Clay loam,15675050,15556575,8116108,0,661636,14,Yes,3022152,10,51,,1.41,1.45,
Sandy clay loam,15230537,15745754,8116111,0,661652,8,Yes,2970339,135,152,,1.41,1.53,
Silt loam,15232123,15443475,8119885,0,661660,8,No ,3049236,0,20,,4.2343,1.25,
Sandy loam,15232124,15594819,8119888,0,661662,8,No ,3049237,10,74,,14.1143,,
Coarse sandy loam,15380296,15935355,8119888,0,661662,8,No ,3049237,10,74,,14.1143,,
Loam,15232125,15746163,8119891,0,661665,3,No ,2971519,0,15,,4.2343,,
Loam,15232126,15897507,8119894,0,661665,2,No ,3049239,15,33,,4.2343,,
Loam,15676640,16011015,8119894,0,661665,2,No ,3049239,15,33,,4.2343,,
Fine sandy loam,15232140,15594823,8119926,0,661906,6,No ,2971530,0,20,,14.1143,1.65,
Silt loam,15232141,15746167,8119928,0,661908,3,No ,3023344,20,46,,4.2343,1.35,
Loam,15676655,15859675,8119928,0,661908,3,No ,3023344,20,46,,4.2343,1.35,
Sandy loam,15232142,15897511,8119931,0,661951,3,No ,3023345,33,46,,14.1143,1.2,
Sandy loam,15676656,16011019,8119931,0,661951,3,No ,3023345,33,46,,14.1143,1.2,
Loam,15232143,15443480,8119934,0,661951,1,No ,3023346,0,18,,4.2343,1.23,
Loam,15232156,15746171,8119964,0,662005,3,No ,2971541,15,53,,4.2343,1.3,
Silt loam,15380328,15935363,8119964,0,662005,3,No ,2971541,15,53,,4.2343,1.3,
Silt loam,15676670,15708335,8119964,0,662005,3,No ,2971541,15,53,,4.2343,1.3,
Loam,15232157,15897515,8119966,0,662006,5,No ,3023355,28,81,,1.4114,1.3,
Silty clay loam,15528501,15973186,8119966,0,662006,5,No ,3023355,28,81,,1.4114,1.3,
Silt loam,15380329,15481332,8119966,0,662006,5,No ,3023355,28,81,,1.4114,1.3,
Loam,15232158,15443484,8119967,0,662006,6,No ,3049261,41,104,,1.4114,1.55,
Clay loam,15676672,16011023,8119967,0,662006,6,No ,3049261,41,104,,1.4114,1.55,
Clay loam,15380330,15632676,8119967,0,662006,6,No ,3049261,41,104,,1.4114,1.55,
Silt loam,15232159,15594828,8119970,0,662008,11,No ,2971543,51,84,,4.2343,1.4,
Silt loam,15232160,15746172,8119973,0,662022,66,No ,2971544,91,157,,0.4234,1.58,
Silty clay loam,15380332,15935364,8119973,0,662022,66,No ,2971544,91,157,,0.4234,1.58,
Fine sandy loam,15232173,15897519,8120007,0,662073,15,No ,3023368,41,97,,4.2343,1.43,
Sandy loam,15380345,15481336,8120007,0,662073,15,No ,3023368,41,97,,4.2343,1.43,
Loam,15676687,15859683,8120007,0,662073,15,No ,3023368,41,97,,4.2343,1.43,
Loam,15232174,15443488,8120008,0,662073,10,No ,3049274,66,152,,4.2343,1.53,
Fine sandy loam,15528517,15519159,8120008,0,662073,10,No ,3049274,66,152,,4.2343,1.53,
Sandy loam,15676688,16011027,8120008,0,662073,10,No ,3049274,66,152,,4.2343,1.53,
,15232175,15594832,8120012,0,662085,15,No ,2997463,112,152,,,,
Fine sandy loam,15232176,15746176,8120014,0,662086,2,No ,3049276,76,152,,0.4234,1.55,
Sandy loam,15528519,15821847,8120014,0,662086,2,No ,3049276,76,152,,0.4234,1.55,
Sandy loam,15676690,15708340,8120014,0,662086,2,No ,3049276,76,152,,0.4234,1.55,
Sandy loam,15233026,15595050,8121827,0,664295,10,No ,2972113,66,152,,4.2343,1.53,
Fine sandy loam,15677540,15859901,8121827,0,664295,10,No ,2972113,66,152,,4.2343,1.53,
Loam,15381198,15784241,8121827,0,664295,10,No ,2972113,66,152,,4.2343,1.53,
Sandy loam,15233310,15746466,8122465,0,664612,7,No ,2998215,15,58,,14.1143,1.5,
Loam,15529653,15973480,8122465,0,664612,7,No ,2998215,15,58,,14.1143,1.5,
Sandy loam,15677824,16011319,8122465,0,664612,7,No ,2998215,15,58,,14.1143,1.5,
,15233360,15595135,8122574,0,664663,3,No ,2972342,30,41,,,,
Loam,15236237,15444526,8128999,0,670800,4,Yes,2974377,51,94,,4.2343,1.38,
Loam,15384409,15936407,8128999,0,670800,4,Yes,2974377,51,94,,4.2343,1.38,
Sandy loam,15237571,15898897,8131869,0,674305,35,Yes,3027088,30,53,,14.1143,1.3,
Silt loam,15238191,15899054,8133284,0,675765,1,No ,2975713,48,76,,4.2343,1.23,
Silt loam,15238192,15445023,8133287,0,675767,1,No ,3001621,0,61,,4.2343,1.2,
Silt loam,15238193,15596367,8133289,0,675768,24,No ,2975715,0,28,,4.2343,1.25,
Silt loam,15238210,15747715,8133327,0,675780,2,No ,2975727,0,61,,4.2343,1.4,
Loam,15239360,15445321,8136008,0,661690,3,Yes,3002443,0,15,,4.0,1.35,
Silt loam,15239362,15748009,8136013,0,661691,17,Yes,3054257,0,13,,4.0,1.5,
Sand,15239363,15445322,8136015,0,661692,5,Yes,3002445,51,152,,141.14,1.65,
Sandy loam,15239363,15899353,8136015,0,661692,5,Yes,3002445,51,152,,141.14,1.65,
Clay loam,15239376,15596669,8136047,0,661717,17,Yes,2976549,28,46,,1.41,1.45,
Silt loam,15535720,15520996,8136047,0,661717,17,Yes,2976549,28,46,,1.41,1.45,
Silty clay loam,15387548,15937205,8136047,0,661717,17,Yes,2976549,28,46,,1.41,1.45,
Loam,15239377,15748013,8136048,0,661719,20,Yes,3028363,8,25,,4.0,1.4,
Silt loam,15683891,15861526,8136048,0,661719,20,Yes,3028363,8,25,,4.0,1.4,
Very fine sandy loam,15387549,15483174,8136048,0,661719,20,Yes,3028363,8,25,,4.0,1.4,
Silt loam,15239378,15899357,8136049,0,661719,13,Yes,3054269,15,76,,1.41,1.35,
Silty clay loam,15535721,15672340,8136049,0,661719,13,Yes,3054269,15,76,,1.41,1.35,
Clay loam,15683892,16012870,8136049,0,661719,13,Yes,3054269,15,76,,1.41,1.35,
Fine sandy loam,15239379,15445326,8136051,0,661719,2,Yes,3002457,15,61,,14.11,1.5,
Fine sandy loam,15535723,15975028,8136051,0,661719,2,Yes,3002457,15,61,,14.11,1.5,
Sandy loam,15387551,15785862,8136051,0,661719,2,Yes,3002457,15,61,,14.11,1.5,
,15239394,15899361,8136093,0,661731,3,Yes,3054281,0,46,,4.0,,
Loam,15239395,15445330,8136095,0,661733,5,Yes,3028376,10,46,,14.11,1.55,
Sandy loam,15535738,15521001,8136095,0,661733,5,Yes,3028376,10,46,,14.11,1.55,
Fine sandy loam,15683909,15558843,8136095,0,661733,5,Yes,3028376,10,46,,14.11,1.55,
Sandy loam,15239396,15596674,8136098,0,661734,7,Yes,3028377,15,91,,14.11,1.55,
Fine sandy loam,15683910,15710187,8136098,0,661734,7,Yes,3028377,15,91,,14.11,1.55,
Very fine sandy loam,15387568,15937210,8136098,0,661734,7,Yes,3028377,15,91,,14.11,1.55,
Silty clay loam,15239410,15899365,8136135,0,661753,1,Yes,2976576,23,56,,0.42,,
Silt loam,15683924,16012878,8136135,0,661753,1,Yes,2976576,23,56,,0.42,,
Clay loam,15239411,15445334,8136138,0,661755,15,Yes,2976577,58,94,,1.41,1.4,
Sandy clay loam,15683925,15558847,8136138,0,661755,15,Yes,2976577,58,94,,1.41,1.4,
Silt loam,15239412,15596678,8136140,0,661755,6,Yes,3028391,20,41,,4.0,1.55,
,15239413,15748022,8136142,0,661756,10,Yes,2976578,46,56,,,,
Sandy loam,15239427,15445338,8136177,0,661785,14,Yes,3054310,152,165,,14.11,1.2,
Sandy loam,15683941,15558851,8136177,0,661785,14,Yes,3054310,152,165,,14.11,1.2,
Sandy loam,15387599,15937218,8136177,0,661785,14,Yes,3054310,152,165,,14.11,1.2,
Sandy loam,15239428,15596682,8136180,0,661793,6,Yes,3054311,97,127,,14.11,1.58,
Clay loam,15239429,15748026,8136183,0,661795,5,Yes,3028406,33,61,,1.41,1.5,
Clay loam,15683943,15861539,8136183,0,661795,5,Yes,3028406,33,61,,1.41,1.5,
Sandy clay loam,15387601,15634531,8136183,0,661795,5,Yes,3028406,33,61,,1.41,1.5,
Clay loam,15239430,15899370,8136184,0,661795,3,Yes,3054312,8,25,,1.41,1.48,
Loam,15535773,15521010,8136184,0,661795,3,Yes,3054312,8,25,,1.41,1.48,
Loam,15683944,16012883,8136184,0,661795,3,Yes,3054312,8,25,,1.41,1.48,
Clay loam,15239443,15596686,8136210,0,661776,7,Yes,2976601,0,10,,1.41,1.35,
,15239444,15748030,8136213,0,661778,1,Yes,3054321,64,89,,,,
Loam,15239445,15899374,8136216,0,661801,2,Yes,2976603,10,46,,4.0,1.23,
Sandy loam,15535789,15521014,8136216,0,661801,2,Yes,2976603,10,46,,4.0,1.23,
Loam,15387617,15634535,8136216,0,661801,2,Yes,2976603,10,46,,4.0,1.23,
Sandy loam,15239446,15445343,8136217,0,661803,4,Yes,3002510,56,152,,14.11,1.35,
Sandy loam,15683960,16012887,8136217,0,661803,4,Yes,3002510,56,152,,14.11,1.35,
,15239460,15748034,8136258,0,661834,8,Yes,3028428,135,157,,,,
Fine sandy loam,15239461,15899378,8136260,0,661835,7,Yes,3002522,56,74,,14.11,1.43,
Loamy very fine sand,15535804,15975049,8136260,0,661835,7,Yes,3002522,56,74,,14.11,1.43,
Very fine sandy loam,15683975,15861547,8136260,0,661835,7,Yes,3002522,56,74,,14.11,1.43,
Loam,15239462,15445347,8136262,0,661836,18,Yes,3002523,58,84,,1.41,1.4,
Silt loam,15535805,15521018,8136262,0,661836,18,Yes,3002523,58,84,,1.41,1.4,
Clay loam,15683976,16012891,8136262,0,661836,18,Yes,3002523,58,84,,1.41,1.4,
Fine sandy loam,15239463,15596691,8136264,0,661836,5,Yes,3054336,51,97,,4.0,1.4,
Silt loam,15683977,15558860,8136264,0,661836,5,Yes,3054336,51,97,,4.0,1.4,
Very fine sandy loam,15387635,15937227,8136264,0,661836,5,Yes,3054336,51,97,,4.0,1.4,
Loam,15239477,15899382,8136299,0,661840,8,Yes,3054347,30,43,,1.41,1.35,
Silty clay loam,15683991,15861551,8136299,0,661840,8,Yes,3054347,30,43,,1.41,1.35,
Silt loam,15387649,15785887,8136299,0,661840,8,Yes,3054347,30,43,,1.41,1.35,
Very fine sandy loam,15239478,15445351,8136300,0,661840,8,Yes,3054347,127,152,,4.0,1.45,
Loam,15535821,15521023,8136300,0,661840,8,Yes,3054347,127,152,,4.0,1.45,
Silt loam,15683992,16012895,8136300,0,661840,8,Yes,3054347,127,152,,4.0,1.45,
Fine sandy loam,15387650,15937231,8136300,0,661840,8,Yes,3054347,127,152,,4.0,1.45,
Loamy coarse sand,15239479,15596695,8136301,0,661840,4,Yes,2976628,127,152,,14.11,1.6,
Sand,15535822,15672367,8136301,0,661840,4,Yes,2976628,127,152,,14.11,1.6,
Sandy loam,15683993,15558864,8136301,0,661840,4,Yes,2976628,127,152,,14.11,1.6,
Loamy sand,15239480,15748039,8136305,0,661841,5,Yes,3002536,13,152,,0.42,1.5,
Silt loam,15239480,15899383,8136305,0,661841,5,Yes,3002536,13,152,,0.42,1.5,
Silt loam,15239493,15445355,8136337,0,661888,4,Yes,3028452,23,36,,4.0,1.55,
Very fine sandy loam,15535836,15975058,8136337,0,661888,4,Yes,3028452,23,36,,4.0,1.55,
Loam,15684007,16012899,8136337,0,661888,4,Yes,3028452,23,36,,4.0,1.55,
Silty clay loam,15239494,15596699,8136340,0,661891,8,Yes,3002546,23,69,,1.41,1.35,
Silt loam,15535838,15672371,8136340,0,661891,8,Yes,3002546,23,69,,1.41,1.35,
Loam,15387666,15483204,8136340,0,661891,8,Yes,3002546,23,69,,1.41,1.35,
Loamy coarse sand,15239495,15748043,8136341,0,661891,5,Yes,3028453,58,152,,141.14,1.53,
Coarse sand,15684009,15710212,8136341,0,661891,5,Yes,3028453,58,152,,141.14,1.53,
Loamy coarse sand,15387667,15634548,8136341,0,661891,5,Yes,3028453,58,152,,141.14,1.53,
Loam,15239496,15899387,8136343,0,661898,3,Yes,3002547,0,23,,4.0,1.28,
Silt,15239510,15748047,8136374,0,661904,1,Yes,3054368,20,53,,4.0,1.3,
Very fine sandy loam,15387682,15483208,8136374,0,661904,1,Yes,3054368,20,53,,4.0,1.3,
Silt loam,15684024,15558872,8136374,0,661904,1,Yes,3054368,20,53,,4.0,1.3,
Coarse sand,15239511,15899391,8136376,0,661890,5,Yes,3002556,58,152,,42.34,1.65,
Sand,15684025,15710216,8136376,0,661890,5,Yes,3002556,58,152,,42.34,1.65,
Coarse sand,15387683,15634552,8136376,0,661890,5,Yes,3002556,58,152,,42.34,1.65,
Sandy loam,15239512,15445360,8136377,0,661890,4,Yes,3028463,76,157,,4.0,1.55,
Silt loam,15535855,15823719,8136377,0,661890,4,Yes,3028463,76,157,,4.0,1.55,
Loam,15684026,15861560,8136377,0,661890,4,Yes,3028463,76,157,,4.0,1.55,
Loamy sand,15239513,15596704,8136381,0,661893,15,Yes,3054370,102,165,,141.14,1.63,
Sand,15535857,15672376,8136381,0,661893,15,Yes,3054370,102,165,,141.14,1.63,
Sand,15387685,15937240,8136381,0,661893,15,Yes,3054370,102,165,,141.14,1.63,
Sandy loam,15239527,15445364,8136410,0,661935,2,Yes,3054380,10,152,,14.11,1.63,
Coarse sandy loam,15387699,15634556,8136410,0,661935,2,Yes,3054380,10,152,,14.11,1.63,
Silt loam,15239528,15596708,8136413,0,661936,2,Yes,3054381,0,43,,4.0,1.3,
Silty clay loam,15239529,15748052,8136415,0,661937,3,Yes,3002569,58,86,,1.41,1.45,
Clay loam,15684043,15558877,8136415,0,661937,3,Yes,3002569,58,86,,1.41,1.45,
Sandy loam,15239530,15899396,8136418,0,661938,6,Yes,3002570,0,30,,4.0,1.53,
Sandy clay loam,15239543,15445368,8136446,0,662080,10,Yes,3002578,33,66,,1.41,1.23,
Loam,15387715,15634560,8136446,0,662080,10,Yes,3002578,33,66,,1.41,1.23,
Clay loam,15684057,16012912,8136446,0,662080,10,Yes,3002578,33,66,,1.41,1.23,
Sandy loam,15239544,15596712,8136447,0,661944,14,Yes,3028485,10,109,,4.0,1.23,
Loam,15535887,15975071,8136447,0,661944,14,Yes,3028485,10,109,,4.0,1.23,
Fine sandy loam,15684058,15558881,8136447,0,661944,14,Yes,3028485,10,109,,4.0,1.23,
Loamy coarse sand,15239545,15748056,8136449,0,661944,5,Yes,3002579,46,152,,141.0,1.68,
Sand,15535888,15521040,8136449,0,661944,5,Yes,3002579,46,152,,141.0,1.68,
Loamy sand,15684059,15710225,8136449,0,661944,5,Yes,3002579,46,152,,141.0,1.68,
Loam,15239546,15899400,8136452,0,661943,4,Yes,3002580,0,20,,4.0,1.35,
Loam,15239547,15445369,8136455,0,662035,6,Yes,2976674,86,152,,1.41,1.38,
Sandy loam,15239560,15596716,8136481,0,662065,10,No ,3028495,104,152,,14.0,1.4,
Loamy sand,15535904,15521044,8136481,0,662065,10,No ,3028495,104,152,,14.0,1.4,
Sandy loam,15387732,15785908,8136481,0,662065,10,No ,3028495,104,152,,14.0,1.4,
Silty clay loam,15239561,15748060,8136482,0,662066,35,No ,3054401,81,119,,0.01,1.6,
Silty clay,15387733,15937252,8136482,0,662066,35,No ,3054401,81,119,,0.01,1.6,
Silt loam,15684075,15710229,8136482,0,662066,35,No ,3054401,81,119,,0.01,1.6,
Silty clay loam,15239562,15899404,8136483,0,662066,9,No ,2976682,127,152,,0.42,1.35,
Silty clay loam,15535905,15672388,8136483,0,662066,9,No ,2976682,127,152,,0.42,1.35,
Silty clay,15684076,15861573,8136483,0,662066,9,No ,2976682,127,152,,0.42,1.35,
Silt loam,15239563,15445373,8136487,0,662075,3,No ,3028497,0,23,,4.0,0.78,
